document_id,views_pred_xgb,depth_pred_xgb,frp_pred_xgb
6293bd3b9a79476cc3ed6a4dWdHWyHUkQfqEkYe69rslyQ,12888.579,1.0518931,34.072525
62873ecb9a7947376a386fa1l_zSucwxQcyjgDHINdDo3w,14532.308,1.0597607,27.395987
6291e0279a794784d0e55acaVTq-rLa3QZigBSFbnNFnRQ,11463.235,1.0645111,40.994244
624b6d8c9a79471e490d2698Alw6en3yTHOcgwoIpI4H4w,17653.984,1.147813,46.689953
6242a6e49a794740f3b5ebe5SsgUT09fTfmoDmgsJ6kdZw,109555.445,1.1349893,36.493908
62370d1d9a79477e05ff314aqsAMlYTbSB2BvaBsCvhvZQ,16385.895,1.1665722,32.274895
6260d5169a79475a23e6f88aa5K580OsTtOgFMv34E4Hfw,7141.414,1.0583797,32.57791
626604b89a794751939f5a6bcauoPY2VR6OZGkzh0y-4gA,3668.8408,1.0558785,43.561794
6246ab709a79473fd0203043QoFY4XhtSGe_ADasY_zktA,29704.857,1.1647648,37.184135
628e40f79a794756024610a2P-u1gPO0RXOiZPKHTf08Pw,11655.322,1.0640751,39.266647
6239f62c9a7947f0b747b010gboRuy6XSJ2oBpjBjtQ06g,59636.605,1.1322575,43.560062
627c5db99a7947d127c5bdf182pnonHvQsOp6gg6ZNrtVA,13016.178,1.0563285,36.02051
627fbd399a7947683a32e7eaaMwtVOcxRYWSFNKG6a79LQ,4358.815,1.0616442,34.65373
6287eed69a79478179ecd6f1B4kHz4TlQumTxxpF6t4Ghg,16324.61,1.0656757,29.30953
628654059a7947f470171ebf8uyDPin0SJ-4uGuTTNS9Jw,4964.9966,1.0636038,36.678356
62561fdd9a794785c27e0a921mi5Q4nwQUeZpxvQ_MxKCA,8200.355,1.0618118,31.13062
6272de959a79473f5aa23875heKCWkYpTnaW2IqrAzm_zg,34783.2,1.0925559,23.606207
625d1a299a79479690255226DFZeVZ1kQgaTaU9QKaoEzw,7430.191,1.0578346,39.48086
6274ad999a7947514c833614TlXEvSa7SAicyjSDQl0voQ,4191.13,1.0630378,36.29119
626cc1429a79473e10a32d245eysf4zZSRKK2hbEP0KaWw,4218.192,1.0466759,26.97928
6258c94c9a7947eef52319ad-d8mt39sQ_GkZuvwAp60ug,6227.968,1.050253,41.22894
625f89529a79476af74327d8Chq9TuvgR86RmH6XrrdeHA,4719.339,1.0627729,45.85762
62434a6d9a79470eeecfa2adAgqMuNLzSMOMUgzGH9TEfA,147458.89,1.129563,39.049225
624ed0e79a7947bf04a87ac2ylCmBNpgQ2WSppYqZvE1BQ,13084.936,1.075985,13.675134
620b60dd9a79475bcc29d1202tv_SWTHRUOstPQIAtLiPg,44020.418,1.1789308,35.80773
62440e0d9a794743b5261891EXELbCZARXqMsO7phHCm8g,64670.47,1.158283,32.469685
620b91679a794775da312249G_alWxc3RbCYZUC9AKnSaQ,20328.018,1.132973,39.05566
625d60149a7947b931d0287fyLveVVVRQJuDrFgoA5oGPw,5339.912,1.0543327,35.67999
61f9560a9a7947924ed8aa8dLj2WGTf3SM6x396Ewk3Z4Q,15161.188,1.1563567,38.3473
627587969a7947a8b12a3de0b1pnhztTTEy6vNTZgWV62g,4482.976,1.0479686,42.39326
623f80e99a79475c469c3757d_hei9G6RZW2ry3ObmOUYg,69873.2,1.1561749,45.721336
61fdb7089a7947a85deb90d9PVckmFE-Rzec3qbf4v2qPg,28126.936,1.1423174,31.32968
6201f1ce9a79474862acb1c9llqmynmnSYmaJu3elFqPNA,37903.348,1.1373338,23.774078
6201c5e79a794740603d6b6cKJUES0KZTTmPCtLwXWDjSQ,17587.252,1.15539,25.905256
6267c3849a7947f9a76a8326ZHr1365cRwesE1BO1cTSTw,13452.66,1.0452273,32.664818
6275f2dd9a7947c00eb5aee8ymCp1XZvSa67cS3yrbeWzg,11072.687,1.0600971,26.217312
61fe16049a7947ba1ab72869S-yomRt2RKa8GO1Myf2BBA,14568.394,1.1433508,43.272083
6281b3fe9a7947d4351f72dawUVITdJGQ3WzrTti78MBkw,3768.5361,1.0682504,50.326004
6253799a9a79478c099675ceNJ-N9uYKTRKk_PDabd61jw,51557.598,1.0596267,34.20746
62399b8a9a7947c76dc67adc-24Qo0UpR6qqN1yN0LTTyg,44067.35,1.1390741,45.946884
61f9384d9a794785341166b3qg9iFbaMSIet8Ytxpm330w,17070.355,1.1663052,41.052296
6256c4309a79473d3f61d5ffP1UcSK7hTM6dlnKYd0rytw,30033.365,1.0524758,30.976473
628bbef59a7947f5908980b1oT8bvG29SpGQNZAoWM67PQ,25932.246,1.05616,14.33742
6261dabe9a7947c70727a40efYqVmEXnQ5Ws6TCrk6XP4A,5709.19,1.0476662,50.727703
620d3ae89a79472e1097f848k_8ckIyhTWWa81geUv7bsQ,33338.098,1.1282893,22.394535
620f6d839a794770e161219fKtVJsteHStO5oditt3Uvzw,15762.414,1.1193521,31.353636
628a3a4b9a7947797a7861d0yJPfQ390S_KnHLRvH3W0aQ,5649.2656,1.0655481,28.988983
626ddbdf9a794700b5a3f060_CU-CBdvTUK6nWyOsOIJjA,11940.235,1.0448608,19.584534
625ac3989a79470a270456d4h-ooTqcWRGyn7V_1ar-Acg,8833.753,1.0436894,28.632883
623e9df39a794727bb815515EqlqQhxeTIObdGPGwoWs6A,29934.742,1.1475816,35.069813
620fcbc99a7947a5719600fcbfW9f1cGSyy8t5mITvQG8A,13791.429,1.1764866,40.950085
628287459a79472b2ebb3951NNL6bEs0QqKiGyCod1BIOg,10280.82,1.0665939,17.295757
6203f5c29a794712fc1941e50Jw3lMbrQP-SNef9bV9tCw,19275.412,1.1337535,22.432915
6289b32c9a794758e29541f3TI9y4TQWQHuLVf87SvVmGQ,4904.1675,1.0708771,43.73457
6200ed499a79477af72a29e4IxlME6EcQpq-gkhV8Pdtvg,19069.229,1.1493244,31.682653
629372359a794758e54c1c8euFe9_bL9SaGWnCahkwk64A,3121.355,1.0504816,34.454605
61f855c09a79472d5c6de9bbvJDZhslnS7CQMoNOaGsyqQ,10608.849,1.203324,47.79193
620cafc59a7947de75b0ad53X-QMbDEvQkWltLu_236viA,9387.106,1.1253692,24.41792
625705289a794759858cea3c4i7L48NAS_u6PwWF1I2F-Q,13843.543,1.0591633,26.430168
620cc66d9a7947ed7a88dee7-tIhBJu9R22dyg9tRNoJuA,17388.28,1.1492965,31.055674
625a26239a794769cbc40b37poud4Ul6Q5ufHO3BiOMSAg,2841.8313,1.0583649,48.81641
628872bc9a794713cd3e9bbabKjj29NES9q0PcLbfmoHzw,10139.509,1.0657845,26.168636
626aa72c9a794787d75cd6fdPGPB-USiSOWyJslY0zd_Jw,4895.9004,1.0484449,33.642605
620bf93e9a7947abe75ccf02aIKG0_b6RDu2plU_wysANQ,16729.773,1.1680181,37.635395
623819719a79473a001bdc11kMxursQ_QkaJjAcrjlBQfg,14429.27,1.1211206,51.759964
6236561c9a794754466232e0GssnNIjIRESLRgV-JXLfjA,10321.176,1.2018678,46.982883
62581ecb9a7947b711905447I6BhPongSjK0HUAAYDsUcA,8948.584,1.0608587,35.194115
61fea29e9a7947e0315277660-6ZMaCHSqqOPz-BqZ7fcw,27957.72,1.1570649,26.894567
628e1e539a794741f1e6a476bpwODg-rSQuoGrlTZC3CNg,4934.612,1.0666248,46.536762
6205e76c9a79472edafbb22fbXAYTd7mTQaZUEq0sT15kg,47947.582,1.1553409,23.212315
620374d99a7947d2704707f1m0sHVaW0TkuI-hD5EtMzJg,15006.145,1.1481688,40.336887
6242d8aa9a79475990995e988BgjuxOyQAmyu2jTTSQTLQ,59890.805,1.088807,25.054415
6284d7929a794769bc31339b2B9hVVBwQ8qSnyfnDUw2Ew,14806.744,1.0488508,23.237581
627788e69a794717af0bdb74pPTr5F0OQo6NxltVC4wzUw,12204.604,1.052649,24.516918
620f7d1c9a79477a0e2d5f42uoRoECZNQVeFUrVxZ862Mw,14239.923,1.1646311,44.68907
6288da649a79472d21d0f462DrSWhk6ZTleMCKTOCvD49w,4756.5674,1.0641216,42.41093
62078e479a7947c54a862a6eZJabTsq8QcaFejmhtREbVA,15329.153,1.1885523,38.24728
624d723e9a794745a1ab41c7GIXdgY5HQqiPnDiIKhZrcg,31675.607,1.1440734,25.448711
620e5d739a794715559199a3NL3C7sBCS5Comv0Jw4v--Q,7627.521,1.1456193,31.968472
620e77ae9a794724117a3724lanb-zpFTNOc6W3rRahxxg,9413.349,1.140697,32.458874
623b24ea9a79475b18d820f03Pli4iFlR7CDb-9BFQgqQg,47223.41,1.1292518,50.237045
6291098a9a794754137884e0LyejEQSgS4m9Yk6ymHXNmg,6885.928,1.0493343,30.368584
628e2dc09a79474b0ce96b67_00cVzCUSeuo3-0m-T8lvQ,22350.49,1.0461617,20.096983
620088479a794753a52e25f4n2jiyI-gQhekNKf1vo4PUA,12946.525,1.1573862,46.75052
6284a6809a79475166e52850Hjd4WnrRSB-Lhk6H8VlSqg,6149.674,1.0650029,36.35687
61fbc8a69a79477219723130iVWx4QmLTPuWjIsnneoUAQ,22256.197,1.1391103,29.580696
620f84989a79477ecfed2ccbfrp3u3x6QSet6Kjx79ttDA,13375.534,1.1715083,43.486397
6242ef3a9a794767ea0dfba2DttihqtPS-iHmHKVEZbVNg,262856.94,1.1328497,34.43695
626935039a794785574ec787ezLJ4PoJRhGCWEbJ32bvkw,8933.276,1.0445243,23.723225
627a2a1c9a79472d8cb01c48JSq_E4XMT9a0TkNGeJFOxQ,8872.041,1.0599905,29.688602
62894db19a7947473df49916fF__XI4iRJCSMvYdUURIrA,5020.391,1.0640941,34.821777
6266f8d39a7947bdbc72cfbdgjRxgFuLTfOYbRlSHtKohg,4635.2983,1.0528498,40.241745
626d98eb9a794774ea27e974WDK4DyQ7T5aV1ltVQNkAGg,3404.4868,1.0468464,34.06425
624191b89a7947e9244222e0x_qhKIdxTsagAYHi9J7qkQ,42067.824,1.1437917,35.37992
628f57279a7947ad9cae553dDoYnapsARCChKHeS2IDSxw,6034.8276,1.0606085,31.570847
6253439e9a79477dc6ae26f2l49AdtpUT2u8jiEpE8cUyA,7759.7754,1.0733415,52.84396
625c627c9a7947696ab6903al4PtuDp1S46dI2kalJm0Gw,6169.511,1.0508065,37.460735
6272b90a9a794735fa95ed16gCo54LF5S0CoKBMK5GoF-Q,9586.921,1.0581042,30.63226
62016d7a9a7947291eb322f5ARWeVzugS3ywF4Rq2Pas9A,11408.673,1.1478202,36.542423
625c6d339a7947696ab69045P78Zqzt1SRuNWKo6oSx6-A,6610.363,1.0513018,38.68099
6281a7e79a7947cbc44543f4GUhZ5wBSTke6l2_4DiiaMQ,5468.083,1.0633748,37.400856
62878b819a79475c4ed0abeeWFmhmg7gR4yBnjZC92_iMw,4768.8438,1.0685165,38.138763
6271e14e9a7947dc3b1947f9ioPVLS5MRxuM2UB244LxRA,6395.987,1.056074,45.046818
6270d3049a7947a38e6b45c1pGxVQwMTQpCapGgjzssiCQ,5056.567,1.0605413,33.106564
620b69a29a794761734ae1f2jO6IHDksRneXFRTPzvHitA,12980.056,1.1495689,41.441505
62022c4e9a79475e661bd201st-S3uGzT2ueAGe8UDtTIw,26858.07,1.1167893,31.690264
626737ec9a7947caabb7a4d64QrJtfZ2Sp2gCyoMPT52Sw,7330.592,1.0468597,33.885834
61fa488f9a7947dc383d21e7jUQyTgFlTOW28OpPI2SKEg,20440.865,1.1706833,43.155937
625028599a7947409bb013c37ZN_cC7gQ3KYzg7AIqRKIg,16361.796,1.1022346,40.591476
61fdc20e9a7947a94c8a4916nBjxXAS6TvmfXUfkd4vaYQ,16909.652,1.1453804,40.902996
6270fb119a7947ad76f31a99mk49J4pYQJel6lQQ9QNs4g,43727.188,1.0450972,31.44802
62874b6a9a79473dff1ded2ePgP-6MN7RCycNIcz-r3OmQ,4888.4956,1.069541,32.18769
628e32749a79474c520a349bP-u1gPO0RXOiZPKHTf08Pw,6730.6216,1.0627078,35.985767
6250b6239a7947735b2e9eea-R46eOchQvaTwTfJDzzhOQ,9733.801,1.0732408,39.307304
626111d29a7947741f7002d8cJ4U_j9mQEe_Nfl2mvyIiA,11947.482,1.0516679,32.5111
6261f53d9a7947cdbc0bec29drfWkYPNRUWwjDF_vGydMQ,12771.536,1.0482298,30.147917
623e5c6b9a7947199c5e8030DvXQdLbyQt6kde7uFf6xXA,79394.06,1.1291324,37.610455
62906c359a79470c2a7bf3bfn6fnXjuBTqC5Egb9Yblatw,4033.1914,1.061971,28.06983
6280f3bb9a7947aa5210a34duM2jFFweSXagssDYJURslg,11774.449,1.0521464,28.81983
621a39ba9a79472784f029d4_uZLV4UHTOmv_KP3XGThmA,286626.66,1.2404639,22.563732
625b3a3c9a79472361992cbeKGso4ns8QDO1vzRgFYNHZg,5617.088,1.0495038,36.27953
6244fb259a79479b150f7b22mDn1xbJLS3WOhNYEk12V-A,107636.734,1.1450031,53.629253
620617889a794743f9d6b919RlQRajccReaTKqibzGRS_w,26447.146,1.1406847,17.241547
62751aad9a7947810e1621d2_n4q1fp-QKyNw0ZlBKOmHA,13448.53,1.0560839,19.55131
628ce8709a79475d75a6d956cWylq4mIRNm0Lp475ZwfIA,4905.39,1.062682,29.33559
625027e69a79473fe8b5103adS-c-rMaSm6ymxbgbvBPBg,21173.25,1.0967357,36.385563
6253bf319a79479afd73af30a87D9GsDRQyzhpfeCnQUoA,4644.6514,1.0729406,39.855743
628cc86b9a79474d02d8b940xnJxG9v0SPygtrcxHx9MUA,3936.21,1.0685936,35.770752
627c01c59a7947bf10d4f003CauVvJmpS_GCIZ9uv6HuCw,3909.0212,1.0679492,36.089996
6207f1819a7947dfe16c74b1e90XYs-LRLm5B1ZAV2UzAg,40882.336,1.166817,34.33784
6286346e9a7947e1899eb75fkZyw2PR1SIiuLwe3MBMquA,37780.94,1.0590663,28.474445
6263d1aa9a79475ad4152381oo_jFO5sTxS7qhfL2KxAPw,6775.3447,1.0539048,28.657858
625579b49a79474caf4a99b5hJTfCMdwT3mlZyVGt-abAg,18125.254,1.0706828,37.672028
6247b3669a794713073c6d084ozWGMykRFGTyMdqj2mHCg,15307.196,1.1916311,42.26001
61f9606f9a794797e489ca9cAbzp8vfVS3aBgoLhXHh9oQ,15390.424,1.1715164,45.089798
627da1f09a79474c0fbb638dPjznVE5_Soag5DazeMGXNQ,5420.3013,1.0617374,40.167027
62863d3f9a7947e6463bbc767e9Gl43rS0eYesS9oGLqMw,38777.074,1.0554713,37.67279
6261a23f9a7947b7c520b27eci3PrPl7Ri24dGDdrpcyoQ,18746.814,1.052915,26.720037
62888efc9a79471b5b0ad979Lo3lGL_WR3CNSkqhk0SB1g,12185.6045,1.0513333,34.385784
62939ac29a79476391597f5bITRdTqzTTR-tmk61KPuX_Q,5367.688,1.045125,31.710405
6257f3969a7947a166999853rDrQJ01kQVme-mlTXcBi7A,10170.937,1.0547535,35.44814
626258d69a7947e69378923cM4oBttypTDOh1o6sGAcz0w,7860.1157,1.0619287,30.683334
62932eb89a794748e2a02fc8AkPOyZn0RbSupqJd3nd4FQ,3642.9622,1.0675341,42.89812
62876bb19a79474db5b2487cDY41P1OcSQa-ds1CQjiBCA,12201.442,1.0571764,34.652805
6205da809a79472d2ae141fcF9xUSlmCTB2ERloT0vcNww,15911.391,1.2607025,53.998234
625544229a79472fc46bba7flNv8wXNBQWuaaNBy6NYicQ,8133.124,1.0792143,42.991856
6207c0309a7947d2806092970HzKgIZ8QWiT9aCVjI6lMA,17325.865,1.1829284,41.692825
620e42719a7947028bca22adhH64TMGXRyeqeW5WRAIDgA,15730.409,1.1127559,24.898275
626e46329a79471513b1dbdcqO7AzPTjQ8e8YAk0K4VtUg,5182.189,1.0553118,37.158768
626922499a79477ab8627810pBHm9LZxQrKN3ZSH49PzyQ,4815.224,1.0479572,36.80486
6274744b9a79473f2fda6e34RdHBW1BgTuupyOVvhp8HEg,40079.125,1.0435205,25.962797
62070e9f9a7947a4cf433451Bb9TGlIXRn-TsV_-UmiJEw,35479.68,1.1481411,32.39546
626f23669a794745757235fbYccebi0ATkyBqrQgX1eTCQ,4588.6187,1.0507703,24.338058
6287991e9a79476310d0d023jBK7PcgGQiC_cjLqvhv24A,13537.449,1.0597754,30.816805
623ad25d9a79472d941cc40c3w_TKyM9Tle1M1ShY2tjKg,119667.31,1.0736294,25.113276
626154059a7947996c520ca8jzNOtYBWSyCE49SawCbkmQ,5897.0005,1.0548824,26.689688
626b4bfd9a7947bf5dc0cccbY0EZjr_ZQteGPJATt8fIeA,15420.909,1.0447154,28.839497
624ea4489a7947aa081343b6ZRbBppb0SbuScL8Dy6g0LQ,35837.48,1.1372241,38.2605
6293a7599a7947646a1014d34pcCHEpBQDSetDlaENqY9g,3292.9692,1.0587604,47.46157
